date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
2021-03-29,215178.0,0.0,2931.0,0.0,42240.515,0.0,575.37,0.0,1.21,2611.0,674404.0,132.389,0.513,0.094,10.6,384355.0,224092.0,160263.0,7.55,4.4,3.15
2021-03-30,216764.0,1586.0,2957.0,26.0,42551.855,311.34,580.474,5.104,1.18,3144.0,677548.0,133.006,0.617,0.094,10.6,,,,,,
2021-03-31,216764.0,0.0,2957.0,0.0,42551.855,0.0,580.474,0.0,1.16,3914.0,681462.0,133.774,0.768,0.094,10.6,,,,,,
2021-04-01,216764.0,0.0,2957.0,0.0,42551.855,0.0,580.474,0.0,1.14,4007.0,685469.0,134.561,0.787,0.093,10.8,,,,,,
2021-04-02,216764.0,0.0,2957.0,0.0,42551.855,0.0,580.474,0.0,1.13,3646.0,689115.0,135.277,0.716,0.086,11.6,,,,,,
2021-04-03,216764.0,0.0,2957.0,0.0,42551.855,0.0,580.474,0.0,1.16,4036.0,693151.0,136.069,0.792,0.089,11.2,,,,,,
2021-04-04,216764.0,0.0,2957.0,0.0,42551.855,0.0,580.474,0.0,1.19,3623.0,696774.0,136.78,0.711,0.093,10.8,,,,,,
2021-04-05,216764.0,0.0,2957.0,0.0,42551.855,0.0,580.474,0.0,1.22,2636.0,699410.0,137.298,0.517,0.096,10.4,,,,,,
2021-04-06,219846.0,3082.0,3000.0,43.0,43156.867,605.012,588.915,8.441,1.26,2965.0,702375.0,137.88,0.582,0.103,9.7,504930.0,291368.0,213562.0,9.91,5.72,4.19
2021-04-07,219846.0,0.0,3000.0,0.0,43156.867,0.0,588.915,0.0,1.29,4247.0,706622.0,138.713,0.834,0.113,8.8,,,,,,
2021-04-08,219846.0,0.0,3000.0,0.0,43156.867,0.0,588.915,0.0,1.33,4151.0,710773.0,139.528,0.815,0.124,8.1,,,,,,
2021-04-09,222544.0,2698.0,3018.0,18.0,43686.498,529.631,592.448,3.533,1.38,4612.0,715385.0,140.434,0.905,0.138,7.2,,,,,,
2021-04-10,222544.0,0.0,3018.0,0.0,43686.498,0.0,592.448,0.0,1.39,5938.0,721323.0,141.599,1.166,0.143,7.0,,,,,,
2021-04-11,222544.0,0.0,3018.0,0.0,43686.498,0.0,592.448,0.0,1.39,4350.0,725673.0,142.453,0.854,0.143,7.0,,,,,,
2021-04-12,222544.0,0.0,3018.0,0.0,43686.498,0.0,592.448,0.0,1.4,3169.0,728842.0,143.075,0.622,0.143,7.0,586799.0,354291.0,232508.0,11.52,6.95,4.56
2021-04-13,225343.0,2799.0,3044.0,26.0,44235.955,549.458,597.552,5.104,1.42,3440.0,732282.0,143.751,0.675,0.148,6.8,,,,,,
2021-04-14,225343.0,0.0,3044.0,0.0,44235.955,0.0,597.552,0.0,1.42,4371.0,736653.0,144.609,0.858,0.15,6.7,,,,,,
2021-04-15,227533.0,2190.0,3065.0,21.0,44665.863,429.908,601.675,4.122,1.43,4010.0,740663.0,145.396,0.787,0.156,6.4,,,,,,
2021-04-16,228577.0,1044.0,3071.0,6.0,44870.806,204.942,602.853,1.178,1.41,4976.0,745639.0,146.373,0.977,0.159,6.3,,,,,,
2021-04-17,228577.0,0.0,3071.0,0.0,44870.806,0.0,602.853,0.0,1.4,5994.0,751633.0,147.549,1.177,0.163,6.1,,,,,,
2021-04-18,228577.0,0.0,3071.0,0.0,44870.806,0.0,602.853,0.0,1.41,4525.0,756158.0,148.438,0.888,0.167,6.0,,,,,,
2021-04-19,230837.0,2260.0,3099.0,28.0,45314.455,443.649,608.349,5.497,1.41,2918.0,759076.0,149.01,0.573,0.171,5.8,698327.0,450593.0,247734.0,13.71,8.85,4.86
2021-04-20,231967.0,1130.0,3104.0,5.0,45536.28,221.825,609.331,0.982,1.4,4307.0,763383.0,149.856,0.845,0.171,5.8,,,,,,
2021-04-21,233498.0,1531.0,3115.0,11.0,45836.823,300.543,611.49,2.159,1.4,4902.0,768285.0,150.818,0.962,0.182,5.5,,,,,,
2021-04-22,235274.0,1776.0,3125.0,10.0,46185.46,348.638,613.453,1.963,1.4,6600.0,774885.0,152.114,1.296,0.187,5.3,,,,,,
2021-04-23,236930.0,1656.0,3136.0,11.0,46510.541,325.081,615.612,2.159,1.4,2860.0,777745.0,152.675,0.561,0.214,4.7,,,,,,
2021-04-24,238760.0,1830.0,3143.0,7.0,46869.78,359.238,616.987,1.374,1.4,6867.0,784612.0,154.023,1.348,0.229,4.4,,,,,,
2021-04-25,238760.0,0.0,3143.0,0.0,46869.78,0.0,616.987,0.0,1.38,4941.0,789553.0,154.993,0.97,0.244,4.1,,,,,,
2021-04-26,241240.0,2480.0,3168.0,25.0,47356.616,486.836,621.894,4.908,1.37,4390.0,793943.0,155.855,0.862,0.252,4.0,818884.0,538682.0,280202.0,16.08,10.57,5.5
2021-04-27,243167.0,1927.0,3186.0,18.0,47734.896,378.28,625.428,3.533,1.36,4526.0,798469.0,156.743,0.888,0.27,3.7,,,,,,
2021-04-28,245601.0,2434.0,3202.0,16.0,48212.702,477.806,628.569,3.141,1.36,6867.0,805336.0,158.091,1.348,0.277,3.6,,,,,,
2021-04-29,248382.0,2781.0,3217.0,15.0,48758.626,545.924,631.513,2.945,1.35,7449.0,812785.0,159.554,1.462,0.293,3.4,,,,,,
2021-04-30,250991.0,2609.0,3231.0,14.0,49270.786,512.16,634.261,2.748,1.34,8961.0,821746.0,161.313,1.759,0.271,3.7,,,,,,
2021-05-01,250991.0,0.0,3231.0,0.0,49270.786,0.0,634.261,0.0,1.32,9016.0,830762.0,163.083,1.77,0.259,3.9,,,,,,
2021-05-02,250991.0,0.0,3231.0,0.0,49270.786,0.0,634.261,0.0,1.32,5749.0,836511.0,164.211,1.129,0.265,3.8,,,,,,
2021-05-03,256676.0,5685.0,3290.0,59.0,50386.78,1115.994,645.843,11.582,1.31,3758.0,840269.0,164.949,0.738,0.281,3.6,950252.0,605099.0,345153.0,18.65,11.88,6.78
2021-05-04,257980.0,1304.0,3310.0,20.0,50642.761,255.982,649.77,3.926,1.29,4714.0,844983.0,165.874,0.925,0.27,3.7,,,,,,
2021-05-05,260535.0,2555.0,3326.0,16.0,51144.321,501.559,652.91,3.141,1.27,7210.0,852193.0,167.29,1.415,0.269,3.7,,,,,,
2021-05-06,263094.0,2559.0,3341.0,15.0,51646.665,502.344,655.855,2.945,1.26,6295.0,858488.0,168.525,1.236,0.271,3.7,,,,,,
2021-05-07,265486.0,2392.0,3365.0,24.0,52116.227,469.562,660.566,4.711,1.25,7276.0,865764.0,169.954,1.428,0.276,3.6,,,,,,
2021-05-08,265486.0,0.0,3365.0,0.0,52116.227,0.0,660.566,0.0,1.24,7934.0,873698.0,171.511,1.557,0.281,3.6,,,,,,
2021-05-09,265486.0,0.0,3365.0,0.0,52116.227,0.0,660.566,0.0,1.24,7268.0,880966.0,172.938,1.427,0.286,3.5,,,,,,
2021-05-10,271478.0,5992.0,3430.0,65.0,53292.486,1176.26,673.326,12.76,1.23,6187.0,887153.0,174.153,1.215,0.263,3.8,1093931.0,657301.0,436630.0,21.47,12.9,8.57
2021-05-11,273714.0,2236.0,3456.0,26.0,53731.424,438.938,678.43,5.104,1.22,5708.0,892861.0,175.273,1.121,0.269,3.7,,,,,,
2021-05-12,276887.0,3173.0,3482.0,26.0,54354.3,622.876,683.534,5.104,1.21,7558.0,900419.0,176.757,1.484,0.276,3.6,,,,,,
2021-05-13,279926.0,3039.0,3514.0,32.0,54950.871,596.571,689.816,6.282,1.19,8121.0,908540.0,178.351,1.594,0.273,3.7,,,,,,
2021-05-14,282741.0,2815.0,3547.0,33.0,55503.469,552.599,696.294,6.478,1.18,8913.0,917453.0,180.101,1.75,0.271,3.7,,,,,,
2021-05-15,282741.0,0.0,3547.0,0.0,55503.469,0.0,696.294,0.0,1.17,8197.0,925650.0,181.71,1.609,0.285,3.5,,,,,,
2021-05-16,282741.0,0.0,3547.0,0.0,55503.469,0.0,696.294,0.0,1.16,6637.0,932287.0,183.013,1.303,0.275,3.6,,,,,,
2021-05-17,288626.0,5885.0,3625.0,78.0,56658.724,1155.255,711.606,15.312,1.14,4451.0,936738.0,183.886,0.874,0.282,3.5,1251900.0,721882.0,530018.0,24.58,14.17,10.4
2021-05-18,290920.0,2294.0,3673.0,48.0,57109.048,450.324,721.028,9.423,1.13,4800.0,941538.0,184.829,0.942,0.289,3.5,,,,,,
2021-05-19,293820.0,2900.0,3696.0,23.0,57678.332,569.284,725.543,4.515,1.12,7310.0,948848.0,186.264,1.435,0.286,3.5,,,,,,
2021-05-20,296632.0,2812.0,3736.0,40.0,58230.342,552.01,733.395,7.852,1.11,6811.0,955659.0,187.601,1.337,0.289,3.5,,,,,,
2021-05-21,299219.0,2587.0,3765.0,29.0,58738.183,507.841,739.088,5.693,1.1,7124.0,962783.0,188.999,1.398,0.297,3.4,,,,,,
2021-05-22,299219.0,0.0,3765.0,0.0,58738.183,0.0,739.088,0.0,1.09,8861.0,971644.0,190.739,1.739,0.284,3.5,,,,,,
2021-05-23,299219.0,0.0,3765.0,0.0,58738.183,0.0,739.088,0.0,1.08,5614.0,977258.0,191.841,1.102,0.29,3.4,,,,,,
2021-05-24,304529.0,5310.0,3849.0,84.0,59780.562,1042.379,755.578,16.49,1.07,3559.0,980817.0,192.539,0.699,0.292,3.4,1457802.0,867517.0,590285.0,28.62,17.03,11.59
2021-05-25,306899.0,2370.0,3877.0,28.0,60245.805,465.243,761.074,5.497,1.07,5942.0,986759.0,193.706,1.166,0.285,3.5,,,,,,
2021-05-26,309486.0,2587.0,3908.0,31.0,60753.646,507.841,767.16,6.085,1.06,7208.0,993967.0,195.121,1.415,0.279,3.6,,,,,,
2021-05-27,311922.0,2436.0,3929.0,21.0,61231.845,478.199,771.282,4.122,1.06,9121.0,1003088.0,196.911,1.79,0.258,3.9,,,,,,
2021-05-28,314102.0,2180.0,3962.0,33.0,61659.79,427.945,777.76,6.478,1.06,6907.0,1009995.0,198.267,1.356,0.251,4.0,,,,,,
2021-05-29,314102.0,0.0,3962.0,0.0,61659.79,0.0,777.76,0.0,1.06,6856.0,1016851.0,199.613,1.346,0.261,3.8,,,,,,
2021-05-30,314102.0,0.0,3962.0,0.0,61659.79,0.0,777.76,0.0,1.06,,,,,,,,,,,,
2021-05-31,318986.0,4884.0,4041.0,79.0,62618.544,958.754,793.268,15.508,,,,,,,,,,,,,
